==================================================24/03/2024 19:08:53==================================================
(epoch: 1, iters: 20, errors: 1, time: 5.71e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 28.5, b_SSIM: 94.300%, l_SSIM: 54.600%
(epoch: 3, iters: 20, errors: 0, time: 2.17e+02s) a_loss: 0.174, a_SSIM: 82.600%, a_time: 10.9, b_SSIM: 97.000%, l_SSIM: 60.800%
(epoch: 3, iters: 20, errors: 4, time: 2.13e+02s) a_loss: 0.192, a_SSIM: 80.800%, a_time: 10.6, b_SSIM: 96.600%, l_SSIM: 50.700%
(epoch: 3, iters: 20, errors: 0, time: 2.28e+02s) a_loss: 0.184, a_SSIM: 81.600%, a_time: 11.4, b_SSIM: 95.900%, l_SSIM: 41.300%
(epoch: 3, iters: 20, errors: 2, time: 2.4e+02s) a_loss: 0.173, a_SSIM: 82.700%, a_time: 12.0, b_SSIM: 94.300%, l_SSIM: 60.700%
(epoch: 3, iters: 20, errors: 1, time: 2.37e+02s) a_loss: 0.165, a_SSIM: 83.500%, a_time: 11.9, b_SSIM: 93.900%, l_SSIM: 61.000%
==================================================25/03/2024 11:39:11==================================================
(epoch: 1, iters: 20, errors: 1, time: 5.87e+02s) a_loss: 0.205, a_SSIM: 79.500%, a_time: 29.3, b_SSIM: 91.100%, l_SSIM: 43.100%
(epoch: 1, iters: 20, errors: 1, time: 5.36e+02s) a_loss: 0.182, a_SSIM: 81.800%, a_time: 26.8, b_SSIM: 94.800%, l_SSIM: 53.500%
(epoch: 1, iters: 20, errors: 0, time: 5.9e+02s) a_loss: 0.182, a_SSIM: 81.800%, a_time: 29.5, b_SSIM: 93.400%, l_SSIM: 51.100%
(epoch: 1, iters: 20, errors: 1, time: 7.72e+02s) a_loss: 0.2, a_SSIM: 80.000%, a_time: 38.6, b_SSIM: 96.300%, l_SSIM: 33.800%
(epoch: 1, iters: 20, errors: 1, time: 7.29e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 36.4, b_SSIM: 98.300%, l_SSIM: 42.900%
(epoch: 1, iters: 20, errors: 2, time: 7.2e+02s) a_loss: 0.181, a_SSIM: 81.900%, a_time: 36.0, b_SSIM: 97.100%, l_SSIM: 60.500%
(epoch: 1, iters: 20, errors: 1, time: 6.61e+02s) a_loss: 0.137, a_SSIM: 86.300%, a_time: 33.1, b_SSIM: 96.600%, l_SSIM: 55.400%
(epoch: 1, iters: 20, errors: 1, time: 6.35e+02s) a_loss: 0.2, a_SSIM: 80.000%, a_time: 31.8, b_SSIM: 94.800%, l_SSIM: 40.900%
(epoch: 1, iters: 20, errors: 0, time: 6.19e+02s) a_loss: 0.16, a_SSIM: 84.000%, a_time: 31.0, b_SSIM: 96.200%, l_SSIM: 70.400%
(epoch: 1, iters: 20, errors: 4, time: 6.29e+02s) a_loss: 0.2, a_SSIM: 80.000%, a_time: 31.5, b_SSIM: 97.100%, l_SSIM: 42.500%
(epoch: 1, iters: 20, errors: 1, time: 6.92e+02s) a_loss: 0.18, a_SSIM: 82.000%, a_time: 34.6, b_SSIM: 95.300%, l_SSIM: 56.900%
(epoch: 1, iters: 20, errors: 0, time: 6.57e+02s) a_loss: 0.175, a_SSIM: 82.500%, a_time: 32.9, b_SSIM: 91.100%, l_SSIM: 67.500%
(epoch: 1, iters: 20, errors: 1, time: 6.57e+02s) a_loss: 0.179, a_SSIM: 82.100%, a_time: 32.8, b_SSIM: 94.900%, l_SSIM: 33.600%
(epoch: 1, iters: 20, errors: 0, time: 6.24e+02s) a_loss: 0.168, a_SSIM: 83.200%, a_time: 31.2, b_SSIM: 92.500%, l_SSIM: 57.400%
(epoch: 1, iters: 20, errors: 1, time: 6.97e+02s) a_loss: 0.165, a_SSIM: 83.500%, a_time: 34.8, b_SSIM: 97.300%, l_SSIM: 66.400%
(epoch: 1, iters: 20, errors: 1, time: 7e+02s) a_loss: 0.167, a_SSIM: 83.300%, a_time: 35.0, b_SSIM: 94.800%, l_SSIM: 55.100%
(epoch: 1, iters: 20, errors: 3, time: 7.28e+02s) a_loss: 0.167, a_SSIM: 83.300%, a_time: 36.4, b_SSIM: 97.000%, l_SSIM: 58.700%
(epoch: 1, iters: 20, errors: 3, time: 6.6e+02s) a_loss: 0.171, a_SSIM: 82.900%, a_time: 33.0, b_SSIM: 91.100%, l_SSIM: 49.100%
(epoch: 1, iters: 20, errors: 2, time: 6.65e+02s) a_loss: 0.154, a_SSIM: 84.600%, a_time: 33.3, b_SSIM: 96.900%, l_SSIM: 49.200%
(epoch: 1, iters: 20, errors: 2, time: 7.01e+02s) a_loss: 0.167, a_SSIM: 83.300%, a_time: 35.0, b_SSIM: 95.500%, l_SSIM: 58.100%
(epoch: 1, iters: 20, errors: 1, time: 6.45e+02s) a_loss: 0.189, a_SSIM: 81.100%, a_time: 32.3, b_SSIM: 94.300%, l_SSIM: 45.800%
(epoch: 1, iters: 20, errors: 0, time: 5.87e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 29.3, b_SSIM: 95.400%, l_SSIM: 63.000%
(epoch: 1, iters: 20, errors: 0, time: 5.66e+02s) a_loss: 0.196, a_SSIM: 80.400%, a_time: 28.3, b_SSIM: 96.600%, l_SSIM: 39.500%
(epoch: 1, iters: 20, errors: 0, time: 5.75e+02s) a_loss: 0.182, a_SSIM: 81.800%, a_time: 28.8, b_SSIM: 92.800%, l_SSIM: 62.100%
(epoch: 1, iters: 20, errors: 2, time: 6.05e+02s) a_loss: 0.163, a_SSIM: 83.700%, a_time: 30.3, b_SSIM: 97.400%, l_SSIM: 49.400%
(epoch: 1, iters: 20, errors: 1, time: 6.02e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 30.1, b_SSIM: 92.900%, l_SSIM: 65.100%
(epoch: 1, iters: 20, errors: 1, time: 5.9e+02s) a_loss: 0.169, a_SSIM: 83.100%, a_time: 29.5, b_SSIM: 96.100%, l_SSIM: 52.100%
(epoch: 1, iters: 20, errors: 1, time: 5.89e+02s) a_loss: 0.181, a_SSIM: 81.900%, a_time: 29.4, b_SSIM: 94.600%, l_SSIM: 56.600%
(epoch: 1, iters: 20, errors: 0, time: 6.08e+02s) a_loss: 0.188, a_SSIM: 81.200%, a_time: 30.4, b_SSIM: 93.200%, l_SSIM: 13.000%
(epoch: 1, iters: 20, errors: 1, time: 5.76e+02s) a_loss: 0.196, a_SSIM: 80.400%, a_time: 28.8, b_SSIM: 94.600%, l_SSIM: 48.600%
(epoch: 1, iters: 20, errors: 1, time: 6.13e+02s) a_loss: 0.198, a_SSIM: 80.200%, a_time: 30.6, b_SSIM: 95.500%, l_SSIM: 57.900%
(epoch: 1, iters: 20, errors: 2, time: 6.26e+02s) a_loss: 0.163, a_SSIM: 83.700%, a_time: 31.3, b_SSIM: 90.100%, l_SSIM: 67.300%
(epoch: 1, iters: 20, errors: 0, time: 6.08e+02s) a_loss: 0.15, a_SSIM: 85.000%, a_time: 30.4, b_SSIM: 95.800%, l_SSIM: 69.500%
(epoch: 1, iters: 20, errors: 1, time: 6.05e+02s) a_loss: 0.224, a_SSIM: 77.600%, a_time: 30.3, b_SSIM: 93.500%, l_SSIM: 14.200%
(epoch: 1, iters: 20, errors: 0, time: 5.81e+02s) a_loss: 0.193, a_SSIM: 80.700%, a_time: 29.0, b_SSIM: 95.500%, l_SSIM: 30.000%
(epoch: 1, iters: 20, errors: 1, time: 5.98e+02s) a_loss: 0.162, a_SSIM: 83.800%, a_time: 29.9, b_SSIM: 96.200%, l_SSIM: 65.400%
(epoch: 1, iters: 20, errors: 0, time: 5.69e+02s) a_loss: 0.197, a_SSIM: 80.300%, a_time: 28.5, b_SSIM: 92.300%, l_SSIM: 41.100%
(epoch: 1, iters: 20, errors: 1, time: 5.37e+02s) a_loss: 0.179, a_SSIM: 82.100%, a_time: 26.9, b_SSIM: 92.000%, l_SSIM: 65.100%
(epoch: 1, iters: 20, errors: 0, time: 5.29e+02s) a_loss: 0.166, a_SSIM: 83.400%, a_time: 26.4, b_SSIM: 96.600%, l_SSIM: 55.500%
(epoch: 1, iters: 20, errors: 1, time: 5.68e+02s) a_loss: 0.179, a_SSIM: 82.100%, a_time: 28.4, b_SSIM: 95.000%, l_SSIM: 58.600%
(epoch: 1, iters: 20, errors: 0, time: 5.31e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 26.6, b_SSIM: 94.400%, l_SSIM: 69.900%
(epoch: 1, iters: 20, errors: 1, time: 5.9e+02s) a_loss: 0.2, a_SSIM: 80.000%, a_time: 29.5, b_SSIM: 95.800%, l_SSIM: 28.300%
(epoch: 1, iters: 20, errors: 1, time: 6.56e+02s) a_loss: 0.152, a_SSIM: 84.800%, a_time: 32.8, b_SSIM: 97.400%, l_SSIM: 54.100%
(epoch: 1, iters: 20, errors: 0, time: 5.35e+02s) a_loss: 0.172, a_SSIM: 82.800%, a_time: 26.7, b_SSIM: 97.300%, l_SSIM: 56.300%
(epoch: 1, iters: 20, errors: 0, time: 5.27e+02s) a_loss: 0.226, a_SSIM: 77.400%, a_time: 26.3, b_SSIM: 92.800%, l_SSIM: 57.000%
(epoch: 1, iters: 20, errors: 0, time: 5.11e+02s) a_loss: 0.157, a_SSIM: 84.300%, a_time: 25.6, b_SSIM: 96.900%, l_SSIM: 61.400%
(epoch: 1, iters: 20, errors: 0, time: 5.07e+02s) a_loss: 0.195, a_SSIM: 80.500%, a_time: 25.3, b_SSIM: 93.100%, l_SSIM: 13.900%
(epoch: 1, iters: 20, errors: 0, time: 5.14e+02s) a_loss: 0.184, a_SSIM: 81.600%, a_time: 25.7, b_SSIM: 95.200%, l_SSIM: 62.800%
(epoch: 1, iters: 20, errors: 1, time: 5.33e+02s) a_loss: 0.193, a_SSIM: 80.700%, a_time: 26.6, b_SSIM: 97.500%, l_SSIM: 44.800%
(epoch: 1, iters: 20, errors: 1, time: 5.59e+02s) a_loss: 0.177, a_SSIM: 82.300%, a_time: 27.9, b_SSIM: 93.500%, l_SSIM: 54.000%
(epoch: 1, iters: 20, errors: 0, time: 5.19e+02s) a_loss: 0.174, a_SSIM: 82.600%, a_time: 26.0, b_SSIM: 95.800%, l_SSIM: 61.300%
(epoch: 1, iters: 20, errors: 1, time: 5.62e+02s) a_loss: 0.2, a_SSIM: 80.000%, a_time: 28.1, b_SSIM: 96.000%, l_SSIM: 50.800%
(epoch: 2, iters: 20, errors: 0, time: 5.33e+02s) a_loss: 0.0218, a_SSIM: 97.800%, a_time: 26.7, b_SSIM: 96.300%, l_SSIM: 54.000%
(epoch: 2, iters: 20, errors: 1, time: 5.23e+02s) a_loss: 0.21, a_SSIM: 79.000%, a_time: 26.2, b_SSIM: 93.200%, l_SSIM: 56.700%
(epoch: 2, iters: 20, errors: 0, time: 5.24e+02s) a_loss: 0.158, a_SSIM: 84.200%, a_time: 26.2, b_SSIM: 95.700%, l_SSIM: 70.200%
(epoch: 2, iters: 20, errors: 0, time: 5.31e+02s) a_loss: 0.173, a_SSIM: 82.700%, a_time: 26.5, b_SSIM: 95.300%, l_SSIM: 54.700%
(epoch: 2, iters: 20, errors: 1, time: 5.35e+02s) a_loss: 0.208, a_SSIM: 79.200%, a_time: 26.7, b_SSIM: 95.200%, l_SSIM: 13.800%
(epoch: 2, iters: 20, errors: 0, time: 5.07e+02s) a_loss: 0.173, a_SSIM: 82.700%, a_time: 25.4, b_SSIM: 95.400%, l_SSIM: 65.500%
(epoch: 2, iters: 20, errors: 4, time: 5.23e+02s) a_loss: 0.171, a_SSIM: 82.900%, a_time: 26.1, b_SSIM: 89.900%, l_SSIM: 74.500%
(epoch: 2, iters: 20, errors: 0, time: 5.2e+02s) a_loss: 0.186, a_SSIM: 81.400%, a_time: 26.0, b_SSIM: 95.600%, l_SSIM: 53.800%
(epoch: 2, iters: 20, errors: 1, time: 5.22e+02s) a_loss: 0.215, a_SSIM: 78.500%, a_time: 26.1, b_SSIM: 91.400%, l_SSIM: 34.600%
(epoch: 2, iters: 20, errors: 2, time: 5.52e+02s) a_loss: 0.229, a_SSIM: 77.100%, a_time: 27.6, b_SSIM: 94.300%, l_SSIM: 44.300%
(epoch: 2, iters: 20, errors: 2, time: 5.36e+02s) a_loss: 0.152, a_SSIM: 84.800%, a_time: 26.8, b_SSIM: 95.900%, l_SSIM: 59.600%
(epoch: 2, iters: 20, errors: 0, time: 5.25e+02s) a_loss: 0.222, a_SSIM: 77.800%, a_time: 26.3, b_SSIM: 98.200%, l_SSIM: 14.000%
(epoch: 2, iters: 20, errors: 1, time: 5.33e+02s) a_loss: 0.192, a_SSIM: 80.800%, a_time: 26.6, b_SSIM: 91.900%, l_SSIM: 34.000%
(epoch: 2, iters: 20, errors: 0, time: 5.22e+02s) a_loss: 0.163, a_SSIM: 83.700%, a_time: 26.1, b_SSIM: 97.600%, l_SSIM: 43.600%
(epoch: 2, iters: 20, errors: 1, time: 5.52e+02s) a_loss: 0.135, a_SSIM: 86.500%, a_time: 27.6, b_SSIM: 96.400%, l_SSIM: 74.400%
(epoch: 2, iters: 20, errors: 2, time: 5.61e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 28.1, b_SSIM: 97.600%, l_SSIM: 36.200%
(epoch: 2, iters: 20, errors: 0, time: 5.28e+02s) a_loss: 0.2, a_SSIM: 80.000%, a_time: 26.4, b_SSIM: 93.000%, l_SSIM: 48.100%
(epoch: 2, iters: 20, errors: 0, time: 5.45e+02s) a_loss: 0.185, a_SSIM: 81.500%, a_time: 27.2, b_SSIM: 94.100%, l_SSIM: 43.500%
(epoch: 2, iters: 20, errors: 0, time: 5.33e+02s) a_loss: 0.136, a_SSIM: 86.400%, a_time: 26.7, b_SSIM: 96.300%, l_SSIM: 67.400%
(epoch: 2, iters: 20, errors: 0, time: 5.38e+02s) a_loss: 0.167, a_SSIM: 83.300%, a_time: 26.9, b_SSIM: 94.400%, l_SSIM: 43.500%
(epoch: 2, iters: 20, errors: 2, time: 5.64e+02s) a_loss: 0.174, a_SSIM: 82.600%, a_time: 28.2, b_SSIM: 95.500%, l_SSIM: 59.800%
(epoch: 2, iters: 20, errors: 2, time: 5.88e+02s) a_loss: 0.22, a_SSIM: 78.000%, a_time: 29.4, b_SSIM: 90.500%, l_SSIM: 30.600%
(epoch: 2, iters: 20, errors: 1, time: 5.55e+02s) a_loss: 0.193, a_SSIM: 80.700%, a_time: 27.7, b_SSIM: 93.700%, l_SSIM: 29.000%
(epoch: 2, iters: 20, errors: 2, time: 5.47e+02s) a_loss: 0.231, a_SSIM: 76.900%, a_time: 27.4, b_SSIM: 94.600%, l_SSIM: 53.800%
(epoch: 2, iters: 20, errors: 1, time: 5.12e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 25.6, b_SSIM: 95.400%, l_SSIM: 57.000%
(epoch: 2, iters: 20, errors: 1, time: 5.1e+02s) a_loss: 0.197, a_SSIM: 80.300%, a_time: 25.5, b_SSIM: 93.800%, l_SSIM: 50.400%
==================================================26/03/2024 01:04:03==================================================
==================================================26/03/2024 07:24:42==================================================
(epoch: 1, iters: 20, errors: 0, time: 1.86e+02s) a_loss: 0.163, a_SSIM: 83.700%, a_time: 9.29, b_SSIM: 96.800%, l_SSIM: 44.500%
(epoch: 1, iters: 20, errors: 0, time: 1.81e+02s) a_loss: 0.175, a_SSIM: 82.500%, a_time: 9.03, b_SSIM: 91.300%, l_SSIM: 33.800%
(epoch: 1, iters: 20, errors: 0, time: 1.79e+02s) a_loss: 0.176, a_SSIM: 82.400%, a_time: 8.95, b_SSIM: 91.900%, l_SSIM: 56.700%
(epoch: 1, iters: 20, errors: 1, time: 1.81e+02s) a_loss: 0.22, a_SSIM: 78.000%, a_time: 9.05, b_SSIM: 92.500%, l_SSIM: 15.500%
(epoch: 1, iters: 20, errors: 2, time: 1.79e+02s) a_loss: 0.198, a_SSIM: 80.200%, a_time: 8.93, b_SSIM: 92.500%, l_SSIM: 57.600%
(epoch: 1, iters: 20, errors: 1, time: 1.86e+02s) a_loss: 0.189, a_SSIM: 81.100%, a_time: 9.28, b_SSIM: 96.100%, l_SSIM: 55.200%
(epoch: 1, iters: 20, errors: 1, time: 1.83e+02s) a_loss: 0.203, a_SSIM: 79.700%, a_time: 9.17, b_SSIM: 94.700%, l_SSIM: 57.100%
(epoch: 1, iters: 20, errors: 1, time: 1.87e+02s) a_loss: 0.214, a_SSIM: 78.600%, a_time: 9.33, b_SSIM: 96.400%, l_SSIM: 15.500%
(epoch: 1, iters: 20, errors: 1, time: 1.87e+02s) a_loss: 0.129, a_SSIM: 87.100%, a_time: 9.36, b_SSIM: 95.500%, l_SSIM: 73.000%
(epoch: 1, iters: 20, errors: 0, time: 2.15e+02s) a_loss: 0.181, a_SSIM: 81.900%, a_time: 10.7, b_SSIM: 95.700%, l_SSIM: 27.400%
(epoch: 1, iters: 20, errors: 1, time: 2.07e+02s) a_loss: 0.205, a_SSIM: 79.500%, a_time: 10.3, b_SSIM: 94.900%, l_SSIM: 50.500%
(epoch: 1, iters: 20, errors: 3, time: 2.21e+02s) a_loss: 0.196, a_SSIM: 80.400%, a_time: 11.1, b_SSIM: 91.900%, l_SSIM: 55.000%
(epoch: 1, iters: 20, errors: 0, time: 2.14e+02s) a_loss: 0.191, a_SSIM: 80.900%, a_time: 10.7, b_SSIM: 89.800%, l_SSIM: 63.200%
(epoch: 1, iters: 20, errors: 1, time: 1.85e+02s) a_loss: 0.177, a_SSIM: 82.300%, a_time: 9.24, b_SSIM: 91.600%, l_SSIM: 62.600%
(epoch: 1, iters: 20, errors: 1, time: 1.89e+02s) a_loss: 0.168, a_SSIM: 83.200%, a_time: 9.45, b_SSIM: 96.500%, l_SSIM: 69.400%
(epoch: 1, iters: 20, errors: 3, time: 1.86e+02s) a_loss: 0.187, a_SSIM: 81.300%, a_time: 9.29, b_SSIM: 95.500%, l_SSIM: 62.500%
(epoch: 1, iters: 20, errors: 0, time: 1.84e+02s) a_loss: 0.19, a_SSIM: 81.000%, a_time: 9.2, b_SSIM: 92.200%, l_SSIM: 58.200%
(epoch: 1, iters: 20, errors: 1, time: 1.85e+02s) a_loss: 0.174, a_SSIM: 82.600%, a_time: 9.26, b_SSIM: 91.900%, l_SSIM: 64.000%
(epoch: 1, iters: 20, errors: 0, time: 1.77e+02s) a_loss: 0.158, a_SSIM: 84.200%, a_time: 8.84, b_SSIM: 98.200%, l_SSIM: 49.500%
(epoch: 1, iters: 20, errors: 0, time: 1.81e+02s) a_loss: 0.126, a_SSIM: 87.400%, a_time: 9.06, b_SSIM: 97.000%, l_SSIM: 60.400%
(epoch: 1, iters: 20, errors: 1, time: 1.82e+02s) a_loss: 0.179, a_SSIM: 82.100%, a_time: 9.12, b_SSIM: 95.400%, l_SSIM: 58.700%
(epoch: 1, iters: 20, errors: 1, time: 1.86e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 9.31, b_SSIM: 95.400%, l_SSIM: 69.700%
(epoch: 1, iters: 20, errors: 3, time: 1.79e+02s) a_loss: 0.154, a_SSIM: 84.600%, a_time: 8.95, b_SSIM: 95.800%, l_SSIM: 59.900%
(epoch: 1, iters: 20, errors: 1, time: 1.83e+02s) a_loss: 0.195, a_SSIM: 80.500%, a_time: 9.15, b_SSIM: 93.400%, l_SSIM: 52.200%
(epoch: 1, iters: 20, errors: 1, time: 1.88e+02s) a_loss: 0.189, a_SSIM: 81.100%, a_time: 9.39, b_SSIM: 96.500%, l_SSIM: 44.500%
(epoch: 1, iters: 20, errors: 1, time: 1.78e+02s) a_loss: 0.176, a_SSIM: 82.400%, a_time: 8.89, b_SSIM: 95.700%, l_SSIM: 73.700%
(epoch: 1, iters: 20, errors: 0, time: 1.81e+02s) a_loss: 0.213, a_SSIM: 78.700%, a_time: 9.07, b_SSIM: 96.400%, l_SSIM: 15.800%
(epoch: 1, iters: 20, errors: 2, time: 1.83e+02s) a_loss: 0.189, a_SSIM: 81.100%, a_time: 9.17, b_SSIM: 96.100%, l_SSIM: 42.300%
(epoch: 1, iters: 20, errors: 0, time: 1.88e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 9.38, b_SSIM: 97.400%, l_SSIM: 50.000%
(epoch: 1, iters: 20, errors: 1, time: 1.81e+02s) a_loss: 0.163, a_SSIM: 83.700%, a_time: 9.07, b_SSIM: 94.400%, l_SSIM: 42.100%
(epoch: 1, iters: 20, errors: 1, time: 1.82e+02s) a_loss: 0.155, a_SSIM: 84.500%, a_time: 9.1, b_SSIM: 96.600%, l_SSIM: 36.300%
(epoch: 1, iters: 20, errors: 0, time: 1.79e+02s) a_loss: 0.152, a_SSIM: 84.800%, a_time: 8.97, b_SSIM: 97.600%, l_SSIM: 68.300%
(epoch: 1, iters: 20, errors: 1, time: 1.77e+02s) a_loss: 0.184, a_SSIM: 81.600%, a_time: 8.85, b_SSIM: 95.700%, l_SSIM: 50.800%
(epoch: 1, iters: 20, errors: 1, time: 1.77e+02s) a_loss: 0.18, a_SSIM: 82.000%, a_time: 8.85, b_SSIM: 95.600%, l_SSIM: 28.900%
(epoch: 1, iters: 20, errors: 0, time: 1.79e+02s) a_loss: 0.172, a_SSIM: 82.800%, a_time: 8.96, b_SSIM: 96.200%, l_SSIM: 57.700%
(epoch: 1, iters: 20, errors: 0, time: 1.84e+02s) a_loss: 0.205, a_SSIM: 79.500%, a_time: 9.18, b_SSIM: 92.200%, l_SSIM: 60.100%
(epoch: 1, iters: 20, errors: 2, time: 1.83e+02s) a_loss: 0.206, a_SSIM: 79.400%, a_time: 9.15, b_SSIM: 97.400%, l_SSIM: 52.200%
(epoch: 1, iters: 20, errors: 0, time: 1.82e+02s) a_loss: 0.157, a_SSIM: 84.300%, a_time: 9.08, b_SSIM: 96.600%, l_SSIM: 54.100%
(epoch: 1, iters: 20, errors: 2, time: 1.76e+02s) a_loss: 0.174, a_SSIM: 82.600%, a_time: 8.79, b_SSIM: 94.200%, l_SSIM: 58.100%
(epoch: 1, iters: 20, errors: 1, time: 1.82e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 9.11, b_SSIM: 96.700%, l_SSIM: 44.300%
(epoch: 1, iters: 20, errors: 1, time: 1.83e+02s) a_loss: 0.165, a_SSIM: 83.500%, a_time: 9.16, b_SSIM: 97.600%, l_SSIM: 65.200%
(epoch: 1, iters: 20, errors: 1, time: 1.87e+02s) a_loss: 0.233, a_SSIM: 76.700%, a_time: 9.37, b_SSIM: 96.600%, l_SSIM: 45.800%
(epoch: 1, iters: 20, errors: 1, time: 1.8e+02s) a_loss: 0.172, a_SSIM: 82.800%, a_time: 9.01, b_SSIM: 98.000%, l_SSIM: 55.600%
(epoch: 1, iters: 20, errors: 1, time: 1.84e+02s) a_loss: 0.19, a_SSIM: 81.000%, a_time: 9.2, b_SSIM: 96.500%, l_SSIM: 51.100%
(epoch: 1, iters: 20, errors: 0, time: 1.88e+02s) a_loss: 0.17, a_SSIM: 83.000%, a_time: 9.41, b_SSIM: 94.500%, l_SSIM: 59.000%
(epoch: 1, iters: 20, errors: 0, time: 1.87e+02s) a_loss: 0.164, a_SSIM: 83.600%, a_time: 9.37, b_SSIM: 96.100%, l_SSIM: 69.200%
(epoch: 1, iters: 20, errors: 0, time: 1.82e+02s) a_loss: 0.141, a_SSIM: 85.900%, a_time: 9.08, b_SSIM: 97.300%, l_SSIM: 52.800%
(epoch: 1, iters: 20, errors: 0, time: 1.81e+02s) a_loss: 0.188, a_SSIM: 81.200%, a_time: 9.06, b_SSIM: 97.300%, l_SSIM: 39.100%
(epoch: 1, iters: 20, errors: 0, time: 1.81e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 9.07, b_SSIM: 96.300%, l_SSIM: 48.900%
(epoch: 1, iters: 20, errors: 2, time: 1.81e+02s) a_loss: 0.178, a_SSIM: 82.200%, a_time: 9.04, b_SSIM: 94.500%, l_SSIM: 44.200%
(epoch: 1, iters: 20, errors: 1, time: 1.81e+02s) a_loss: 0.177, a_SSIM: 82.300%, a_time: 9.07, b_SSIM: 97.000%, l_SSIM: 62.500%
(epoch: 1, iters: 20, errors: 1, time: 1.85e+02s) a_loss: 0.162, a_SSIM: 83.800%, a_time: 9.24, b_SSIM: 94.500%, l_SSIM: 47.000%
(epoch: 2, iters: 20, errors: 0, time: 1.8e+02s) a_loss: 0.00681, a_SSIM: 99.300%, a_time: 9.02, b_SSIM: 95.000%, l_SSIM: 36.200%
(epoch: 2, iters: 20, errors: 0, time: 1.78e+02s) a_loss: 0.246, a_SSIM: 75.400%, a_time: 8.92, b_SSIM: 93.500%, l_SSIM: 35.800%
(epoch: 2, iters: 20, errors: 0, time: 1.83e+02s) a_loss: 0.215, a_SSIM: 78.500%, a_time: 9.14, b_SSIM: 92.300%, l_SSIM: 42.200%
(epoch: 2, iters: 20, errors: 1, time: 1.83e+02s) a_loss: 0.144, a_SSIM: 85.600%, a_time: 9.16, b_SSIM: 96.400%, l_SSIM: 67.700%
(epoch: 2, iters: 20, errors: 2, time: 1.81e+02s) a_loss: 0.193, a_SSIM: 80.700%, a_time: 9.03, b_SSIM: 95.800%, l_SSIM: 62.800%
(epoch: 2, iters: 20, errors: 2, time: 1.86e+02s) a_loss: 0.154, a_SSIM: 84.600%, a_time: 9.3, b_SSIM: 93.700%, l_SSIM: 59.400%
(epoch: 2, iters: 20, errors: 2, time: 1.79e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 8.95, b_SSIM: 95.800%, l_SSIM: 57.900%
(epoch: 2, iters: 20, errors: 1, time: 1.78e+02s) a_loss: 0.178, a_SSIM: 82.200%, a_time: 8.91, b_SSIM: 95.900%, l_SSIM: 45.300%
(epoch: 2, iters: 20, errors: 0, time: 1.8e+02s) a_loss: 0.169, a_SSIM: 83.100%, a_time: 9.02, b_SSIM: 92.600%, l_SSIM: 56.900%
(epoch: 2, iters: 20, errors: 2, time: 1.85e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 9.23, b_SSIM: 94.600%, l_SSIM: 53.600%
(epoch: 2, iters: 20, errors: 0, time: 1.85e+02s) a_loss: 0.189, a_SSIM: 81.100%, a_time: 9.27, b_SSIM: 94.300%, l_SSIM: 61.300%
(epoch: 2, iters: 20, errors: 0, time: 1.81e+02s) a_loss: 0.2, a_SSIM: 80.000%, a_time: 9.04, b_SSIM: 93.600%, l_SSIM: 60.600%
(epoch: 2, iters: 20, errors: 0, time: 1.82e+02s) a_loss: 0.153, a_SSIM: 84.700%, a_time: 9.08, b_SSIM: 97.300%, l_SSIM: 70.000%
(epoch: 2, iters: 20, errors: 1, time: 1.8e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 9.01, b_SSIM: 95.400%, l_SSIM: 68.000%
(epoch: 2, iters: 20, errors: 1, time: 1.82e+02s) a_loss: 0.181, a_SSIM: 81.900%, a_time: 9.09, b_SSIM: 93.600%, l_SSIM: 61.500%
(epoch: 2, iters: 20, errors: 0, time: 1.82e+02s) a_loss: 0.267, a_SSIM: 73.300%, a_time: 9.12, b_SSIM: 95.000%, l_SSIM: 15.400%
(epoch: 2, iters: 20, errors: 1, time: 1.78e+02s) a_loss: 0.152, a_SSIM: 84.800%, a_time: 8.92, b_SSIM: 96.500%, l_SSIM: 70.900%
(epoch: 2, iters: 20, errors: 0, time: 1.89e+02s) a_loss: 0.175, a_SSIM: 82.500%, a_time: 9.44, b_SSIM: 97.200%, l_SSIM: 54.900%
(epoch: 2, iters: 20, errors: 0, time: 1.82e+02s) a_loss: 0.191, a_SSIM: 80.900%, a_time: 9.12, b_SSIM: 94.200%, l_SSIM: 45.100%
(epoch: 2, iters: 20, errors: 1, time: 1.86e+02s) a_loss: 0.185, a_SSIM: 81.500%, a_time: 9.32, b_SSIM: 96.000%, l_SSIM: 56.400%
